height,weight,male,earn,earnk,education,walk,exercise,angry,age,earnsabove16k,angry_or_not
64,120,0,15000,15,16,8,6,0,29,0,0
63,126,0,12000,12,12,6,3,2,29,0,1
60,175,0,1000,1,12,5,7,7,47,0,1
70,195,1,32000,32,15,2,2,1,33,1,1
66,155,0,15000,15,15,8,3,0,25,0,0
69,210,1,62000,62,17,8,7,4,36,1,1
72,140,1,5000,5,12,5,6,0,20,0,0
73,185,1,1500,1.5,12,8,6,1,19,0,1
64,130,0,30000,30,12,8,6,0,18,1,0
66,138,0,5000,5,13,8,1,0,19,0,0
65,150,0,3000,3,16,3,1,0,23,0,0
71,165,1,35000,35,15,8,2,0,42,1,0
64,135,0,35000,35,12,7,5,7,42,1,1
63,114,0,0,0,12,4,4,0,45,0,0
63,132,0,0,0,16,7,6,7,29,0,1
72,175,1,70000,70,15,4,1,0,48,1,0
67,140,0,21000,21,16,4,7,4,28,1,1
69,145,1,50000,50,11,2,5,1,18,1,1
71,175,1,15000,15,9,8,7,3,21,0,1
68,132,1,0,0,10,2,2,5,18,0,1
64,140,0,15000,15,12,1,1,0,30,0,0
73,172,1,0,0,12,5,7,2,20,0,1
62,142,0,5000,5,9,8,1,7,63,0,1
66,150,0,9000,9,8,2,1,0,35,0,0
68,190,1,25000,25,12,1,1,0,37,1,0
64,185,0,15000,15,14,6,1,0,63,0,0
63,140,0,10000,10,14,8,5,1,25,0,1
65,125,0,0,0,12,6,1,1,60,0,1
66,140,0,5000,5,18,6,6,1,43,0,1
64,126,1,87000,87,12,8,1,1,81,1,1
71,175,1,30000,30,12,4,1,0,47,1,0
72,185,1,16000,16,14,5,7,0,21,0,0
68,135,1,20000,20,12,8,2,0,51,1,0
64,142,0,0,0,12,2,1,0,45,0,0
72,185,1,100000,100,17,5,1,0,54,1,0
72,240,1,62000,62,12,6,1,1,69,1,1
66,133,0,10000,10,12,6,1,0,43,0,0
72,147,0,62000,62,18,1,1,0,35,1,0
66,200,1,35000,35,14,7,2,0,63,1,0
65,135,0,7000,7,16,8,4,2,31,0,1
65,230,0,0,0,12,1,1,1,62,0,1
66,165,0,0,0,12,1,1,0,52,0,0
65,230,0,0,0,11,2,4,7,38,0,1
71,180,1,8000,8,14,1,6,0,27,0,0
74,270,1,11000,11,10,5,1,0,50,0,0
70,217,1,25000,25,9,8,7,1,47,1,1
64,130,0,25000,25,14,4,1,0,45,1,0
69,175,1,30000,30,14,1,1,1,48,1,1
63,120,0,15000,15,12,1,1,7,29,0,1
66,130,1,0,0,12,6,5,3,26,0,1
63,105,0,48000,48,18,4,7,0,34,1,0
68,145,0,17000,17,12,2,1,0,46,1,0
66,180,1,15000,15,12,4,1,0,69,0,0
78,200,1,25000,25,12,4,2,0,64,1,0
71,111,0,0,0,8,8,1,0,70,0,0
73,167,1,26000,26,16,8,7,0,24,1,0
69,165,1,25000,25,12,8,1,0,32,1,0
63,185,0,10000,10,12,7,2,1,61,0,1
62,130,0,25000,25,18,6,1,0,50,1,0
65,125,0,0,0,11,7,1,0,57,0,0
71,180,1,60000,60,18,8,5,0,53,1,0
65,115,0,22000,22,18,7,5,0,29,1,0
62,129,0,5000,5,12,5,6,0,20,0,0
70,180,1,15000,15,12,8,1,1,77,0,1
64,145,0,5000,5,12,3,7,0,64,0,0
72,215,1,15000,15,16,8,1,7,44,0,1
64,145,0,6200,6.2,13,5,1,0,83,0,0
65,132,0,24000,24,16,2,2,7,32,1,1
71,143,1,20000,20,14,8,7,2,40,1,1
70,150,0,7000,7,14,6,1,0,30,0,0
73,155,1,0,0,12,1,6,1,19,0,1
67,115,0,5000,5,15,4,1,1,29,0,1
62,121,0,15000,15,12,7,6,0,60,0,0
68,275,0,30000,30,16,8,1,3,48,1,1
66,130,0,23000,23,18,8,7,3,28,1,1
64,130,0,20000,20,12,2,1,0,40,1,0
66,170,0,3000,3,16,8,6,1,29,0,1
63,135,0,0,0,12,4,7,5,31,0,1
70,140,1,30000,30,16,2,4,0,41,1,0
64,130,0,12000,12,14,8,5,1,23,0,1
66,150,0,35000,35,5,1,1,7,73,1,1
66,126,0,0,0,7,8,1,4,41,0,1
63,140,0,0,0,10,2,1,4,37,0,1
71,190,1,40000,40,12,8,4,0,38,1,0
64,150,0,15000,15,14,4,1,5,23,0,1
63,153,0,36000,36,16,4,1,7,45,1,1
66,145,0,10000,10,12,1,1,0,53,0,0
63,225,0,0,0,11,4,1,0,65,0,0
68,120,0,13000,13,14,7,1,0,48,0,0
65,265,0,0,0,12,1,1,7,59,0,1
61,120,0,0,0,14,6,5,2,41,0,1
62,128,0,10000,10,12,2,1,6,27,0,1
69,175,1,30000,30,12,4,4,0,37,1,0
69,170,1,5000,5,11,5,5,1,18,0,1
65,140,0,25000,25,12,3,5,2,33,1,1
64,150,1,23000,23,13,8,1,0,32,1,0
70,180,1,20000,20,17,8,4,0,68,1,0
65,130,0,19000,19,13,2,1,1,82,1,1
68,149,0,62000,62,16,6,7,1,60,1,1
61,132,1,20000,20,11,7,7,0,66,1,0
64,180,1,28000,28,14,5,7,0,63,1,0
65,119,0,13000,13,10,8,1,7,80,0,1
64,185,1,12000,12,12,8,1,0,75,0,0
63,135,0,25000,25,18,1,1,6,36,1,1
69,140,1,20000,20,11,8,1,0,23,1,0
66,185,0,15000,15,14,8,1,0,62,0,0
61,123,0,15000,15,8,4,1,0,78,0,0
74,190,1,25000,25,12,8,5,0,30,1,0
68,165,0,25000,25,13,5,6,0,52,1,0
68,155,0,0,0,12,2,7,1,34,0,1
65,205,0,0,0,14,4,1,2,41,0,1
67,132,0,18000,18,16,7,5,7,40,1,1
65,115,0,0,0,12,8,7,7,18,0,1
64,120,0,0,0,18,4,1,0,46,0,0
62,170,0,6000,6,10,4,1,1,68,0,1
72,160,1,16000,16,13,8,6,7,23,0,1
73,175,1,45000,45,16,4,1,0,38,1,0
60,115,0,15000,15,12,5,7,2,30,0,1
70,172,1,25000,25,14,6,1,1,69,1,1
64,145,0,12000,12,14,5,2,5,38,0,1
68,160,0,2000,2,12,2,5,0,18,0,0
63,110,0,10000,10,12,4,6,0,18,0,0
71,185,1,14000,14,12,8,1,7,36,0,1
64,200,0,15000,15,12,8,1,0,31,0,0
67,200,0,0,0,11,8,7,0,37,0,0
60,140,0,10000,10,12,2,1,0,39,0,0
64,180,0,5000,5,10,1,1,0,70,0,0
66,157,0,1200,1.2,4,3,1,4,64,0,1
64,155,0,25000,25,12,8,1,0,74,1,0
59,113,0,15000,15,14,1,2,0,62,0,0
63,150,0,10000,10,13,8,1,1,64,0,1
66,140,1,2000,2,12,8,7,7,18,0,1
66,125,0,0,0,12,3,2,7,35,0,1
70,140,1,5000,5,8,8,1,0,58,0,0
64,145,0,10000,10,14,3,2,3,32,0,1
66,123,0,15000,15,12,6,1,0,28,0,0
61,96,0,5000,5,16,7,6,0,22,0,0
66,108,0,1500,1.5,12,8,1,1,23,0,1
66,145,1,18000,18,17,8,7,0,26,1,0
73,175,1,4000,4,15,5,5,0,24,0,0
72,150,1,28000,28,16,7,5,0,26,1,0
74,180,0,10000,10,14,8,6,0,22,0,0
65,118,0,3000,3,16,8,5,1,22,0,1
64,110,0,0,0,14,5,5,3,31,0,1
62,125,0,25000,25,18,8,1,1,68,1,1
71,240,1,12000,12,12,3,3,1,21,0,1
62,147,0,15000,15,12,2,1,0,77,0,0
68,158,0,19000,19,13,8,1,0,45,1,0
61,235,0,0,0,12,2,1,2,33,0,1
70,184,1,36000,36,16,2,1,1,39,1,1
64,180,0,7000,7,16,5,6,0,59,0,0
59,85,0,35000,35,11,8,4,0,34,1,0
68,168,1,40000,40,18,7,1,0,43,1,0
68,130,1,15000,15,14,3,1,0,25,0,0
69,130,0,8000,8,13,2,1,0,43,0,0
69,190,0,25000,25,14,8,1,0,55,1,0
72,185,1,20000,20,12,1,7,0,23,1,0
75,214,1,28000,28,18,7,6,0,38,1,0
69,180,1,22000,22,14,1,4,7,35,1,1
71,150,1,15000,15,14,1,5,0,31,0,0
72,210,1,21500,21.5,13,7,7,7,24,1,1
68,160,0,3000,3,12,8,2,4,23,0,1
64,110,0,25000,25,12,8,1,2,22,1,1
72,190,1,23000,23,13,7,4,7,28,1,1
66,165,0,15000,15,18,8,4,0,41,0,0
72,197,1,18000,18,12,8,1,0,73,1,0
67,128,1,5000,5,8,8,7,0,20,0,0
67,156,1,20000,20,16,8,5,0,71,1,0
66,150,0,62000,62,14,8,1,1,59,1,1
72,164,1,62000,62,14,7,7,0,72,1,0
64,120,0,5000,5,13,8,1,0,69,0,0
63,110,0,16000,16,12,7,1,7,46,0,1
69,181,1,15000,15,12,7,4,3,26,0,1
63,118,0,53000,53,17,4,6,0,32,1,0
70,200,1,15000,15,17,8,1,0,56,0,0
72,162,1,26000,26,12,1,7,7,27,1,1
70,145,0,20000,20,12,3,3,0,33,1,0
65,110,0,4000,4,12,7,6,1,28,0,1
73,200,1,10000,10,16,8,7,1,59,0,1
75,220,1,25000,25,12,8,3,0,33,1,0
69,230,1,43000,43,12,2,1,0,51,1,0
69,180,1,17000,17,14,4,4,0,33,1,0
61,230,0,4000,4,12,5,5,3,38,0,1
71,185,1,87000,87,18,4,4,0,55,1,0
72,175,1,30000,30,13,8,7,5,23,1,1
65,135,0,25000,25,16,6,5,7,32,1,1
73,195,1,50000,50,15,8,2,7,48,1,1
64,123,0,25000,25,18,8,5,0,56,1,0
67,137,0,55000,55,18,8,7,3,51,1,1
63,145,0,28000,28,16,4,5,5,41,1,1
66,160,0,0,0,12,8,4,0,48,0,0
72,150,1,15000,15,7,8,1,0,69,0,0
64,135,0,5000,5,12,1,4,0,32,0,0
62,200,0,5000,5,14,1,1,2,48,0,1
65,130,0,18000,18,13,5,1,1,49,1,1
72,175,1,21000,21,15,8,7,0,62,1,0
59,180,0,15000,15,9,6,2,4,44,0,1
67,115,0,12000,12,12,8,1,1,33,0,1
65,164,0,33000,33,16,1,1,0,62,1,0
64,140,0,15000,15,16,1,1,0,81,0,0
72,175,1,50000,50,13,8,1,2,64,1,1
65,231,0,6000,6,9,4,1,0,74,0,0
64,140,0,16000,16,14,5,6,2,59,0,1
68,150,1,35000,35,12,4,6,2,50,1,1
68,260,0,25000,25,12,8,1,7,43,1,1
66,155,0,35000,35,17,8,2,1,41,1,1
76,210,1,20000,20,14,8,5,0,26,1,0
63,118,0,18000,18,12,7,5,3,36,1,1
74,225,1,34000,34,14,3,6,0,78,1,0
68,155,1,25000,25,16,7,7,0,25,1,0
61,110,0,15000,15,14,1,5,0,65,0,0
64,140,0,20000,20,16,2,1,0,54,1,0
72,200,1,20000,20,17,8,1,0,77,1,0
68,170,1,33000,33,12,7,7,0,69,1,0
71,150,1,20000,20,12,4,1,0,66,1,0
63,126,0,15000,15,12,8,1,0,76,0,0
65,158,0,4000,4,12,7,7,0,73,0,0
60,130,0,20000,20,8,2,1,0,77,1,0
72,200,1,40000,40,16,3,2,0,33,1,0
64,132,0,14000,14,14,7,4,3,40,0,1
68,170,0,12000,12,12,1,1,0,48,0,0
61,105,0,25000,25,12,1,2,0,31,1,0
63,136,0,10000,10,17,2,1,0,60,0,0
67,138,0,70000,70,10,8,1,0,72,1,0
67,140,0,38000,38,17,5,5,7,55,1,1
63,125,0,14000,14,12,5,7,5,28,0,1
71,164,1,62000,62,18,8,4,0,76,1,0
63,108,0,0,0,15,4,3,2,33,0,1
60,100,0,15000,15,13,1,7,0,37,0,0
74,215,1,17000,17,16,3,1,0,31,1,0
66,125,0,25000,25,15,7,6,0,24,1,0
69,158,1,60000,60,14,8,2,0,66,1,0
67,180,0,15000,15,15,6,1,2,69,0,1
65,145,1,25000,25,16,8,1,0,86,1,0
62,131,1,18000,18,12,8,1,0,63,1,0
65,145,1,0,0,12,1,1,0,55,0,0
64,140,0,45000,45,17,7,4,0,54,1,0
72,175,1,70000,70,18,7,4,0,47,1,0
65,130,0,30000,30,18,8,1,0,59,1,0
67,167,0,100000,100,15,1,1,0,72,1,0
62,145,0,8000,8,12,1,1,0,51,0,0
71,185,1,30000,30,16,4,6,0,34,1,0
62,115,0,0,0,11,6,1,7,26,0,1
71,192,1,27000,27,14,5,1,0,32,1,0
70,270,1,47000,47,18,8,7,1,43,1,1
67,135,1,12000,12,12,7,7,0,22,0,0
72,190,1,35000,35,16,4,2,0,70,1,0
62,130,0,24000,24,17,5,1,1,34,1,1
63,165,0,13000,13,12,7,1,0,35,0,0
61,102,0,80000,80,14,4,3,2,37,1,1
72,130,1,5000,5,12,7,5,3,18,0,1
65,110,0,0,0,12,8,6,7,28,0,1
63,153,0,25000,25,10,8,6,0,60,1,0
66,240,1,28000,28,12,4,3,2,44,1,1
64,125,0,8000,8,15,8,6,0,20,0,0
66,110,0,10000,10,13,8,6,1,51,0,1
68,155,0,9000,9,14,1,3,0,41,0,0
60,150,0,20000,20,12,8,1,0,37,1,0
65,200,1,12000,12,12,5,1,0,71,0,0
65,130,0,15000,15,14,6,1,0,66,0,0
61,110,0,20000,20,14,8,7,7,36,1,1
68,200,0,15000,15,16,5,2,0,55,0,0
64,134,0,28000,28,14,7,6,7,36,1,1
66,140,0,265,0.265,15,4,3,0,21,0,0
69,157,1,35000,35,14,7,1,0,74,1,0
66,165,0,26000,26,14,7,1,2,32,1,1
67,118,0,27000,27,17,4,1,4,34,1,1
68,180,0,14000,14,12,2,2,7,30,0,1
66,140,1,32000,32,16,2,3,2,33,1,1
69,112,0,10000,10,14,6,1,1,32,0,1
72,135,1,15000,15,12,6,1,0,26,0,0
69,190,1,7000,7,16,7,5,0,30,0,0
71,182,1,28000,28,17,3,4,0,46,1,0
74,250,1,60000,60,13,2,1,5,54,1,1
60,130,0,25000,25,14,8,1,0,69,1,0
69,170,1,12000,12,4,6,1,0,62,0,0
75,200,0,15000,15,13,5,1,0,75,0,0
65,125,0,40000,40,14,7,1,0,69,1,0
63,110,0,25000,25,16,6,1,0,75,1,0
72,135,1,15000,15,6,7,1,0,81,0,0
60,112,0,35000,35,12,1,7,7,36,1,1
72,225,1,15000,15,11,4,1,1,63,0,1
64,120,0,26000,26,15,3,2,3,32,1,1
59,100,0,0,0,12,1,1,0,43,0,0
71,170,1,0,0,12,7,7,0,20,0,0
72,165,1,26000,26,16,8,7,0,25,1,0
63,108,0,18720,18.72,10,8,1,7,36,1,1
68,155,0,0,0,12,8,6,7,22,0,1
62,148,0,5000,5,11,8,1,0,59,0,0
64,152,0,12000,12,12,2,1,0,73,0,0
70,210,1,80000,80,17,8,3,0,39,1,0
66,120,0,48000,48,13,8,6,0,39,1,0
63,125,0,5000,5,18,7,6,0,25,0,0
62,135,1,18000,18,16,8,1,2,27,1,1
70,150,1,85000,85,15,8,1,0,65,1,0
64,175,0,35000,35,12,1,5,2,47,1,1
69,150,1,5000,5,16,8,6,0,22,0,0
64,140,0,9000,9,13,2,4,0,22,0,0
67,125,0,30000,30,16,8,6,3,27,1,1
72,250,1,80000,80,14,8,1,0,58,1,0
65,124,0,35000,35,16,1,7,4,32,1,1
63,210,0,12000,12,14,4,1,1,34,0,1
70,190,1,200000,200,18,6,5,7,34,1,1
64,128,0,4000,4,16,6,7,0,45,0,0
68,165,1,2000,2,12,1,7,1,18,0,1
66,190,0,24000,24,18,3,1,0,69,1,0
66,165,1,2000,2,15,8,5,0,23,0,0
70,185,1,15000,15,17,8,4,0,30,0,0
70,225,1,15000,15,12,8,1,0,65,0,0
62,150,0,6000,6,12,1,1,0,65,0,0
66,150,1,5000,5,12,8,1,0,75,0,0
66,130,0,1500,1.5,12,5,7,7,21,0,1
64,130,0,28000,28,18,5,2,0,48,1,0
70,150,0,9000,9,12,8,3,0,35,0,0
74,175,1,60000,60,14,7,6,0,52,1,0
66,150,1,1200,1.2,12,4,1,0,19,0,0
62,185,0,1400,1.4,3,1,1,0,64,0,0
68,160,0,15000,15,16,8,7,0,26,0,0
66,180,0,7000,7,13,1,1,0,43,0,0
70,190,1,25000,25,12,7,1,1,72,1,1
62,130,0,21000,21,12,1,2,7,31,1,1
69,107,1,44000,44,12,1,6,0,58,1,0
68,164,1,29000,29,16,8,7,0,36,1,0
72,165,1,3000,3,14,8,1,4,18,0,1
64,140,1,12000,12,13,2,7,0,22,0,0
64,110,0,0,0,16,1,1,7,19,0,1
60,200,0,0,0,9,1,1,0,39,0,0
72,195,1,20000,20,12,8,4,0,28,1,0
62,146,0,1200,1.2,5,8,4,0,73,0,0
64,104,0,25000,25,12,7,1,1,30,1,1
74,215,1,37000,37,16,2,7,3,25,1,1
66,150,1,8000,8,10,7,1,3,60,0,1
68,135,1,35000,35,16,8,4,3,30,1,1
67,145,1,25000,25,14,7,7,0,23,1,0
62,110,1,25000,25,14,6,3,0,37,1,0
71,160,0,18000,18,10,5,7,7,29,1,1
63,130,0,30000,30,16,8,2,4,36,1,1
66,133,1,5000,5,14,8,7,3,27,0,1
69,165,1,20000,20,18,8,6,0,69,1,0
71,160,1,12000,12,6,1,2,0,40,0,0
64,180,0,0,0,12,1,7,0,65,0,0
66,125,0,10000,10,12,6,1,0,68,0,0
72,195,1,18000,18,14,8,1,2,48,1,1
62,115,0,0,0,15,8,1,0,59,0,0
65,130,0,15000,15,12,7,7,7,20,0,1
72,181,1,20000,20,12,1,1,0,26,1,0
68,150,0,31000,31,16,8,7,1,43,1,1
70,160,1,25000,25,12,4,2,0,56,1,0
64,150,1,6000,6,10,1,6,0,36,0,0
64,140,0,0,0,12,8,7,0,38,0,0
68,182,1,35000,35,12,1,1,2,70,1,1
70,150,1,12000,12,13,1,1,0,40,0,0
66,155,0,13000,13,16,3,5,0,33,0,0
67,210,0,26000,26,17,2,1,0,34,1,0
68,130,0,15000,15,11,2,2,7,31,0,1
64,140,0,30000,30,17,4,6,0,28,1,0
65,122,0,2000,2,14,8,7,0,41,0,0
70,150,1,5000,5,13,4,2,3,22,0,1
71,150,0,53000,53,14,1,1,1,26,1,1
64,127,0,0,0,12,8,7,3,36,0,1
62,102,0,2000,2,13,1,1,7,18,0,1
71,155,1,25000,25,17,2,7,1,29,1,1
74,185,1,5000,5,12,8,7,0,18,0,0
64,105,0,21000,21,13,4,1,1,27,1,1
70,130,0,17000,17,15,7,6,1,27,1,1
73,155,1,5000,5,16,7,7,0,22,0,0
64,135,0,12000,12,13,5,2,2,37,0,1
70,230,1,42000,42,14,4,1,0,44,1,0
74,205,1,21000,21,12,1,7,4,33,1,1
63,170,0,6000,6,12,8,1,0,65,0,0
59,107,0,0,0,12,2,1,5,46,0,1
74,190,1,25000,25,14,1,5,0,24,1,0
66,119,0,3000,3,14,6,3,0,19,0,0
65,150,0,3600,3.6,15,7,1,0,67,0,0
71,155,1,4000,4,12,8,7,4,19,0,1
69,160,1,20000,20,14,8,5,0,58,1,0
72,160,1,45000,45,18,1,4,0,38,1,0
70,165,1,136500,136.5,16,6,4,0,51,1,0
60,220,1,52000,52,15,4,2,0,50,1,0
64,130,0,60000,60,12,4,2,1,43,1,1
64,122,0,15000,15,13,5,4,7,41,0,1
72,190,1,90000,90,16,8,7,0,50,1,0
63,160,0,35000,35,12,8,1,2,38,1,1
72,156,1,25000,25,13,1,6,3,19,1,1
66,185,1,15000,15,12,1,1,1,76,0,1
61,180,0,26000,26,14,7,1,2,65,1,1
62,150,0,0,0,13,5,1,7,32,0,1
69,140,1,2000,2,12,8,7,0,21,0,0
67,145,0,16000,16,12,8,1,0,61,0,0
65,130,0,24000,24,11,1,1,4,27,1,1
68,172,1,15000,15,16,4,5,0,28,0,0
74,170,1,42000,42,17,8,3,0,43,1,0
63,150,0,0,0,15,8,7,0,48,0,0
65,135,0,10000,10,12,1,5,7,43,0,1
71,220,1,17000,17,13,7,6,0,36,1,0
65,120,0,0,0,16,5,3,2,22,0,1
69,160,0,32000,32,17,2,1,0,37,1,0
64,135,0,36000,36,17,2,7,0,34,1,0
72,190,1,10000,10,13,8,7,0,20,0,0
63,130,0,20000,20,15,8,5,5,29,1,1
65,110,0,24000,24,12,7,2,1,29,1,1
72,180,1,17000,17,12,8,1,2,32,1,1
65,137,0,23000,23,14,5,3,0,48,1,0
64,125,0,25000,25,12,4,2,2,33,1,1
71,200,1,50000,50,12,4,2,0,50,1,0
63,145,0,0,0,14,8,7,2,39,0,1
62,120,0,20000,20,12,1,2,7,30,1,1
66,145,0,30000,30,16,2,7,0,33,1,0
64,190,0,7000,7,10,2,1,0,39,0,0
67,120,1,7000,7,10,7,3,0,78,0,0
68,185,1,30000,30,11,6,7,2,32,1,1
66,130,0,3000,3,12,1,6,0,24,0,0
66,145,0,20000,20,14,8,1,0,43,1,0
66,139,0,40000,40,16,7,1,0,59,1,0
67,150,1,10000,10,12,7,1,0,77,0,0
66,240,1,16000,16,12,8,7,0,37,0,0
63,225,0,11000,11,9,3,1,2,51,0,1
68,175,0,16000,16,13,2,1,3,43,0,1
70,185,1,18000,18,12,4,5,0,27,1,0
63,115,0,12000,12,16,8,7,0,26,0,0
70,170,1,4000,4,14,7,5,7,21,0,1
72,195,1,60000,60,12,1,1,1,45,1,1
75,180,1,43000,43,17,8,7,0,40,1,0
62,180,0,31000,31,14,8,1,2,39,1,1
68,150,0,50000,50,17,7,4,2,39,1,1
68,165,0,27000,27,14,7,1,0,29,1,0
70,158,1,30000,30,17,8,1,0,56,1,0
73,195,1,12000,12,13,8,7,1,21,0,1
66,160,1,136500,136.5,18,8,7,0,49,1,0
69,124,0,0,0,16,1,4,4,39,0,1
62,140,0,20000,20,17,7,1,2,30,1,1
60,120,0,15000,15,12,1,1,0,76,0,0
64,150,0,25000,25,16,4,1,0,37,1,0
68,190,1,5000,5,12,1,1,4,21,0,1
60,125,0,2000,2,6,8,1,0,67,0,0
60,140,0,5000,5,14,8,7,0,68,0,0
73,170,1,3000,3,15,8,6,1,20,0,1
64,138,0,25000,25,16,2,2,1,40,1,1
66,130,0,110000,110,18,8,1,1,48,1,1
69,155,1,55000,55,18,4,1,0,71,1,0
70,170,1,58000,58,18,8,1,1,53,1,1
70,165,0,10000,10,16,1,6,6,36,0,1
72,165,1,19000,19,12,8,2,0,29,1,0
61,120,0,15000,15,18,6,1,0,82,0,0
64,130,0,8000,8,12,1,1,7,33,0,1
72,194,1,60000,60,12,2,1,0,50,1,0
63,155,0,15000,15,14,6,1,2,69,0,1
68,150,1,6000,6,12,1,6,2,27,0,1
